交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.08,rest,休市,104,台北二,0,0,0,0,0
107.10.08,FA800,康乃馨-多朵(混色),105,台北市場,27,27,27,27,72
107.10.08,FA910,小可愛-紅,105,台北市場,50,50,50,50,40
107.10.08,FB000,火鶴花-火鶴花,105,台北市場,19,14,10,14.6,2062
107.10.08,FB001,火鶴花-混色,105,台北市場,10,8,7,8.3,155
107.10.08,FB100,火鶴花-紅色,105,台北市場,22,21,20,21.1,180
107.10.08,FB105,火鶴花-紅綠邊,105,台北市場,16,16,16,16,45
107.10.08,FB106,火鶴花-丘比特,105,台北市場,22,16,10,16.3,4178
107.10.08,FB108,火鶴花-千里達,105,台北市場,17,9,6,10.1,775
107.10.08,FB111,火鶴花-月光,105,台北市場,18,16,12,15.2,515
107.10.08,FB302,火鶴花-黃瑪莉,105,台北市場,19,12,9,13.1,648
107.10.08,FB400,火鶴花-粉色,105,台北市場,15,12,9,11.8,1185
107.10.08,FB401,火鶴花-夏粉　,105,台北市場,12,10,8,9.8,190
107.10.08,FB405,火鶴花-粉綠邊,105,台北市場,15,14,13,14.2,310
107.10.08,FB407,火鶴花-夢幻,105,台北市場,15,12,6,11.2,1517
107.10.08,FB415,火鶴花-羅莎,105,台北市場,19,15,8,14.4,1848
107.10.08,FB416,火鶴花-花仙子,105,台北市場,17,12,8,11.9,152
107.10.08,FB419,火鶴花-太極,105,台北市場,17,12,10,12.7,575
107.10.08,FB420,火鶴花-小紅莓,105,台北市場,16,12,7,11.7,180
107.10.08,FB500,火鶴花-翠綠,105,台北市場,18,11,6,11.6,727
107.10.08,FB601,火鶴花-白青心,105,台北市場,10,9,8,9,125
107.10.08,FB605,火鶴花-嘉年華,105,台北市場,9,7,5,6.8,106
107.10.08,FB606,火鶴花-辛巴,105,台北市場,17,12,10,12.7,300
107.10.08,FB607,火鶴花-月亮女神,105,台北市場,7,7,7,7,31
107.10.08,FB700,火鶴花-花紫,105,台北市場,11,10,7,9.5,313
107.10.08,FB801,火鶴花-咖啡條紋,105,台北市場,9,9,9,9,55
107.10.08,FC000,大菊-大菊,105,台北市場,0,0,0,0,0
107.10.08,FC316,大菊-黃精競,105,台北市場,158,131,101,130.2,387
107.10.08,FC613,大菊-白天星,105,台北市場,131,92,48,91.1,1165
107.10.08,FD000,小菊-小菊,105,台北市場,42,31,31,33.2,275
107.10.08,FD100,小菊-紅,105,台北市場,60,50,50,52,150
107.10.08,FD127,小菊-雙色紅,105,台北市場,42,39,36,39,42
107.10.08,FD131,小菊-小紅娘,105,台北市場,62,61,60,60.8,51
107.10.08,FD138,小菊-卡洛琳,105,台北市場,103,82,59,81.5,921
107.10.08,FD200,小菊-金,105,台北市場,85,66,32,63,553
107.10.08,FD300,小菊-黃,105,台北市場,78,67,39,63.7,183
107.10.08,FD308,小菊-黃丁字菊,105,台北市場,81,46,25,49.1,418
107.10.08,FD321,小菊-吉祥黃,105,台北市場,85,49,39,54.2,168
107.10.08,FD400,小菊-粉,105,台北市場,62,51,33,49.7,721
107.10.08,FD422,小菊-吉祥小粉,105,台北市場,58,37,28,39.3,405
107.10.08,FD423,小菊-粉日記,105,台北市場,41,25,19,27,1118
107.10.08,FD433,小菊-芬蘭小粉,105,台北市場,0,0,0,0,0
107.10.08,FD632,小菊-珍珠白,105,台北市場,92,88,64,83.6,87
107.10.08,FD645,小菊-白斯不列,105,台北市場,166,106,70,110.6,949
107.10.08,FE000,非洲菊-非洲菊,105,台北市場,83,83,83,83,20
107.10.08,FE001,非洲菊-混合色,105,台北市場,83,77,71,77.2,1443
107.10.08,FE100,非洲菊-紅,105,台北市場,125,113,100,112.5,40
107.10.08,FE106,非洲菊-蘿瑞托,105,台北市場,74,71,69,71.3,72
