交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.01,rest,休市,104,台北二,0,0,0,0,0
107.10.01,FA800,康乃馨-多朵(混色),105,台北市場,18,18,18,18,72
107.10.01,FA910,小可愛-紅,105,台北市場,56,56,56,56,40
107.10.01,FA985,美女撫子-綠石竹,105,台北市場,0,0,0,0,0
107.10.01,FB000,火鶴花-火鶴花,105,台北市場,22,15,10,15.4,1175
107.10.01,FB001,火鶴花-混色,105,台北市場,7,7,7,7,48
107.10.01,FB100,火鶴花-紅色,105,台北市場,22,21,20,21.2,190
107.10.01,FB103,火鶴花-紅青心,105,台北市場,10,10,10,10,30
107.10.01,FB105,火鶴花-紅綠邊,105,台北市場,11,11,11,11,45
107.10.01,FB106,火鶴花-丘比特,105,台北市場,22,14,6,14.3,1300
107.10.01,FB108,火鶴花-千里達,105,台北市場,15,8,6,8.7,265
107.10.01,FB111,火鶴花-月光,105,台北市場,13,10,7,9.8,1585
107.10.01,FB302,火鶴花-黃瑪莉,105,台北市場,8,8,8,8,58
107.10.01,FB400,火鶴花-粉色,105,台北市場,13,13,13,13,360
107.10.01,FB407,火鶴花-夢幻,105,台北市場,12,8,6,8.2,1432
107.10.01,FB408,火鶴花-粉佳人,105,台北市場,12,11,11,11.3,156
107.10.01,FB409,火鶴花-雪碧粉,105,台北市場,7,7,7,7,25
107.10.01,FB415,火鶴花-羅莎,105,台北市場,15,10,7,10.5,2594
107.10.01,FB416,火鶴花-花仙子,105,台北市場,14,12,7,11.3,118
107.10.01,FB419,火鶴花-太極,105,台北市場,13,10,6,10,1915
107.10.01,FB420,火鶴花-小紅莓,105,台北市場,13,12,9,11.8,303
107.10.01,FB425,火鶴花-吉祥,105,台北市場,12,12,12,12,51
107.10.01,FB500,火鶴花-翠綠,105,台北市場,19,15,8,14.6,797
107.10.01,FB504,火鶴花-雷夢娜,105,台北市場,18,14,11,14.3,86
107.10.01,FB601,火鶴花-白青心,105,台北市場,13,12,10,11.7,184
107.10.01,FB605,火鶴花-嘉年華,105,台北市場,13,9,7,9.2,67
107.10.01,FB700,火鶴花-花紫,105,台北市場,15,13,11,13.3,115
107.10.01,FB801,火鶴花-咖啡條紋,105,台北市場,15,13,12,13.2,170
107.10.01,FC000,大菊-大菊,105,台北市場,0,0,0,0,0
107.10.01,FC316,大菊-黃精競,105,台北市場,87,67,48,67.4,367
107.10.01,FC613,大菊-白天星,105,台北市場,143,92,48,93.7,986
107.10.01,FD000,小菊-小菊,105,台北市場,28,26,21,25.5,117
107.10.01,FD131,小菊-小紅娘,105,台北市場,28,22,21,23,180
107.10.01,FD138,小菊-卡洛琳,105,台北市場,74,62,36,59.1,654
107.10.01,FD200,小菊-金,105,台北市場,54,44,26,42.5,878
107.10.01,FD300,小菊-黃,105,台北市場,44,36,28,36.1,301
107.10.01,FD308,小菊-黃丁字菊,105,台北市場,34,20,15,22,210
107.10.01,FD400,小菊-粉,105,台北市場,39,31,27,31.6,635
107.10.01,FD422,小菊-吉祥小粉,105,台北市場,40,32,15,30.5,320
107.10.01,FD423,小菊-粉日記,105,台北市場,44,30,19,30.9,409
107.10.01,FD600,小菊-白,105,台北市場,65,51,30,49.6,115
107.10.01,FD632,小菊-珍珠白,105,台北市場,35,35,28,33.4,65
107.10.01,FD645,小菊-白斯不列,105,台北市場,113,80,59,82.2,365
107.10.01,FD800,小菊-染色小菊,105,台北市場,57,54,31,50,130
107.10.01,FE001,非洲菊-混合色,105,台北市場,86,82,71,80.6,905
107.10.01,FE100,非洲菊-紅,105,台北市場,118,108,89,106.4,50
107.10.01,FE106,非洲菊-蘿瑞托,105,台北市場,78,78,78,78,30
107.10.01,FE202,非洲菊-沙丘,105,台北市場,70,61,57,61.9,85
107.10.01,FE300,非洲菊-黃,105,台北市場,82,80,78,80,50
