交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.28,11,椰子,104,台北二,18.3,14.2,11.6,14.5,1064
107.10.28,22,棗子,104,台北二,55,47.5,40,47.5,28
107.10.28,31,釋迦,104,台北二,113,71.6,46.8,74.9,2123
107.10.28,50,百香果-其他,104,台北二,77.5,60.5,32.6,58.3,577
107.10.28,51,百香果-改良種,104,台北二,87.7,49.2,31.8,53.4,3508
107.10.28,70,小番茄-其他,104,台北二,130,130,130,130,30
107.10.28,72,小番茄-聖女,104,台北二,146,95.9,71.3,101,1342
107.10.28,74,小番茄-玉女,104,台北二,242,200.3,145.3,197.6,600
107.10.28,811,火龍果-白肉,104,台北二,76.9,53.5,16.2,50.7,2310
107.10.28,812,火龍果-紅肉,104,台北二,92.9,64.5,33.2,63.9,2908
107.10.28,849,石榴-進口,104,台北二,66.7,59.3,53.3,59.6,920
107.10.28,91,其他,104,台北二,400.6,90.8,90,152.6,29
107.10.28,919,其他-進口,104,台北二,240,240,240,240,10
107.10.28,A0,香蕉-其他,104,台北二,35,30.7,14,28.2,422
107.10.28,A1,香蕉,104,台北二,49.8,40.9,28.4,40.2,12195
107.10.28,A2,香蕉-芭蕉,104,台北二,48.3,27.4,15.4,29.2,2310
107.10.28,A3,香蕉-旦蕉,104,台北二,100,72.4,35,70.4,113
107.10.28,B0,鳳梨-其他,104,台北二,13.7,12.1,9.8,11.9,1076
107.10.28,B2,鳳梨-金鑽鳳梨,104,台北二,34.2,28.5,15.9,27.1,3892
107.10.28,B6,鳳梨-甜蜜蜜,104,台北二,15,9.1,6,9.7,329
107.10.28,C0,椪柑(其他)-其他,104,台北二,27,27,27,27,60
107.10.28,C1,椪柑,104,台北二,48.4,31.3,16,31.7,22079
107.10.28,C6,佛利檬-佛利檬,104,台北二,31.8,28.9,26,28.9,375
107.10.28,C9,椪柑-進口,104,台北二,412.8,248.9,200,271.9,115
107.10.28,E0,甜橙-其他,104,台北二,45,45,45,45,36
107.10.28,E1,甜橙-柳橙,104,台北二,29.5,17.1,10.4,18.3,10933
107.10.28,E3,甜橙-紅肉柳橙,104,台北二,9.8,8.5,8,8.7,216
107.10.28,E9,甜橙-進口,104,台北二,40,40,40,40,220
107.10.28,F0,雜柑-其他,104,台北二,19.4,10.5,7.7,11.7,727
107.10.28,F1,雜柑-檸檬,104,台北二,35.5,14.6,4.9,16.8,1198
107.10.28,F4,雜柑-桔子,104,台北二,85,62,12.4,56.7,106
107.10.28,F5,雜柑-無子檸檬,104,台北二,49.6,21.6,10,24.9,1097
107.10.28,FA1,黃秋葵,104,台北二,88.3,49.8,27.9,53.1,869
107.10.28,FB11,花椰菜-青梗,104,台北二,74.6,48.4,33.3,50.7,6196
107.10.28,FC1,胡瓜-黑刺,104,台北二,14.4,9.6,5.1,9.7,9025
107.10.28,FD0,花胡瓜-其他,104,台北二,40,25.8,20,27.5,48
107.10.28,FD1,花胡瓜,104,台北二,31,20.7,11.4,20.9,11537
