交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.22,rest,休市,104,台北二,0,0,0,0,0
107.10.22,FA800,康乃馨-多朵(混色),105,台北市場,44,36,32,36.5,102
107.10.22,FA810,康乃馨-多朵紅,105,台北市場,48,45,42,45,108
107.10.22,FA910,小可愛-紅,105,台北市場,0,0,0,0,0
107.10.22,FA985,美女撫子-綠石竹,105,台北市場,237,219,188,216.3,26
107.10.22,FB000,火鶴花-火鶴花,105,台北市場,25,17,11,17.5,1865
107.10.22,FB100,火鶴花-紅色,105,台北市場,26,25,20,23.9,160
107.10.22,FB105,火鶴花-紅綠邊,105,台北市場,17,17,17,17,40
107.10.22,FB106,火鶴花-丘比特,105,台北市場,25,19,11,18.4,6048
107.10.22,FB108,火鶴花-千里達,105,台北市場,19,14,8,13.9,475
107.10.22,FB111,火鶴花-月光,105,台北市場,18,16,14,15.9,640
107.10.22,FB302,火鶴花-黃瑪莉,105,台北市場,17,13,9,13.2,744
107.10.22,FB400,火鶴花-粉色,105,台北市場,17,13,10,13.1,900
107.10.22,FB401,火鶴花-夏粉　,105,台北市場,15,12,7,11.9,215
107.10.22,FB407,火鶴花-夢幻,105,台北市場,19,16,9,15.1,568
107.10.22,FB410,火鶴花-女王,105,台北市場,14,13,11,12.5,105
107.10.22,FB411,火鶴花-王妃,105,台北市場,19,18,17,18.1,151
107.10.22,FB412,火鶴花-總統,105,台北市場,17,16,13,15.3,225
107.10.22,FB415,火鶴花-羅莎,105,台北市場,20,15,10,15.2,2467
107.10.22,FB416,火鶴花-花仙子,105,台北市場,17,13,12,13.5,165
107.10.22,FB419,火鶴花-太極,105,台北市場,21,16,13,16.3,415
107.10.22,FB420,火鶴花-小紅莓,105,台北市場,15,13,8,12.4,403
107.10.22,FB425,火鶴花-吉祥,105,台北市場,16,16,15,15.6,88
107.10.22,FB500,火鶴花-翠綠,105,台北市場,18,11,6,11.5,963
107.10.22,FB509,火鶴花-森林,105,台北市場,15,15,15,15,40
107.10.22,FB601,火鶴花-白青心,105,台北市場,10,9,9,9.5,95
107.10.22,FB700,火鶴花-花紫,105,台北市場,14,12,12,12.5,230
107.10.22,FB801,火鶴花-咖啡條紋,105,台北市場,18,17,15,16.6,130
107.10.22,FC000,大菊-大菊,105,台北市場,0,0,0,0,0
107.10.22,FC316,大菊-黃精競,105,台北市場,100,60,25,60.8,2014
107.10.22,FC609,大菊-白東洋,105,台北市場,41,41,41,41,100
107.10.22,FC613,大菊-白天星,105,台北市場,122,97,49,92.7,1034
107.10.22,FC800,大菊-  染色大菊,105,台北市場,105,105,105,105,225
107.10.22,FD000,小菊-小菊,105,台北市場,54,54,54,54,25
107.10.22,FD001,小菊-混合色,105,台北市場,48,38,27,37.8,62
107.10.22,FD100,小菊-紅,105,台北市場,68,68,67,67.8,180
107.10.22,FD113,小菊-日本小紅,105,台北市場,80,72,41,67.3,313
107.10.22,FD131,小菊-小紅娘,105,台北市場,66,44,28,44.9,1235
107.10.22,FD138,小菊-卡洛琳,105,台北市場,107,89,38,82.2,360
107.10.22,FD200,小菊-金,105,台北市場,77,56,35,56.4,1204
107.10.22,FD300,小菊-黃,105,台北市場,72,52,29,51.7,743
107.10.22,FD308,小菊-黃丁字菊,105,台北市場,58,45,29,44.5,1439
107.10.22,FD321,小菊-吉祥黃,105,台北市場,79,76,70,75.5,41
107.10.22,FD400,小菊-粉,105,台北市場,59,46,29,45.6,1731
