交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.21,11,椰子,104,台北二,18.7,14.7,10.8,14.7,945
107.10.21,31,釋迦,104,台北二,133.5,93.9,58.5,94.7,2357
107.10.21,459,草莓-進口,104,台北二,266.7,266.7,266.7,266.7,60
107.10.21,50,百香果-其他,104,台北二,75.9,60.4,29.1,57.2,794
107.10.21,51,百香果-改良種,104,台北二,75.7,45.1,25.9,47.4,5215
107.10.21,72,小番茄-聖女,104,台北二,169.1,146.4,77.3,137.1,248
107.10.21,74,小番茄-玉女,104,台北二,275.5,235.5,179.1,232.2,330
107.10.21,811,火龍果-白肉,104,台北二,54.5,33,17.7,34.2,8162
107.10.21,812,火龍果-紅肉,104,台北二,64.6,47.2,21.6,45.5,8132
107.10.21,91,其他,104,台北二,265.6,50,25,88.1,40
107.10.21,919,其他-進口,104,台北二,533.3,235.8,113.3,270.8,16
107.10.21,A0,香蕉-其他,104,台北二,39.7,31.1,22.7,31.1,211
107.10.21,A1,香蕉,104,台北二,43.6,34.5,28.3,35.1,14865
107.10.21,A2,香蕉-芭蕉,104,台北二,53.8,28.1,14.2,30.5,1827
107.10.21,A3,香蕉-旦蕉,104,台北二,115,90.8,46.6,86.8,86
107.10.21,B0,鳳梨-其他,104,台北二,16,13.7,12.6,13.9,838
107.10.21,B2,鳳梨-金鑽鳳梨,104,台北二,44.6,23.4,9.6,24.9,2298
107.10.21,B6,鳳梨-甜蜜蜜,104,台北二,21.1,12.2,6,12.7,395
107.10.21,B7,鳳梨-牛奶鳳梨,104,台北二,10,9.9,6,9.2,363
107.10.21,C1,椪柑,104,台北二,55.6,34.2,19.5,35.5,24303
107.10.21,C5,溫州柑-溫州柑,104,台北二,8,7.2,7,7.3,72
107.10.21,C6,佛利檬-佛利檬,104,台北二,28,20.2,18,21.3,120
107.10.21,C9,椪柑-進口,104,台北二,509.8,324.7,307,358.2,51
107.10.21,E0,甜橙-其他,104,台北二,50,50,50,50,120
107.10.21,E1,甜橙-柳橙,104,台北二,28.8,21.3,13,21.1,8233
107.10.21,E9,甜橙-進口,104,台北二,37,37,37,37,1134
107.10.21,F0,雜柑-其他,104,台北二,18.5,10.6,5,11.1,394
107.10.21,F1,雜柑-檸檬,104,台北二,33.5,13,5,15.5,1303
107.10.21,F4,雜柑-桔子,104,台北二,23,16.5,6.8,15.9,278
107.10.21,F5,雜柑-無子檸檬,104,台北二,28.7,14.8,7.9,16.2,1138
107.10.21,F9,雜柑-進口,104,台北二,66.7,66.7,66.7,66.7,60
107.10.21,FA1,黃秋葵,104,台北二,113.4,70.4,21.9,69.3,524
107.10.21,FB11,花椰菜-青梗,104,台北二,86.2,69,46.7,68,3924
107.10.21,FB9,花椰菜-進口,104,台北二,26,25.5,25,25.5,84
107.10.21,FC1,胡瓜-黑刺,104,台北二,23.9,17.2,10.1,17.1,8093
107.10.21,FD0,花胡瓜-其他,104,台北二,46,46,46,46,18
107.10.21,FD1,花胡瓜,104,台北二,41.4,27.4,16.8,28.1,8810
107.10.21,FE1,冬瓜-白皮,104,台北二,14.5,10.8,6.4,10.7,2165
107.10.21,FF0,絲瓜-其他,104,台北二,21.8,18.7,12.1,18,479
