交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.24,11,椰子,104,台北二,20.6,15.3,10.3,15.3,1170
107.10.24,31,釋迦,104,台北二,115.2,80.4,49.3,81.2,1772
107.10.24,459,草莓-進口,104,台北二,288.9,288.9,288.9,288.9,60
107.10.24,50,百香果-其他,104,台北二,75.9,45.1,20.5,46.3,683
107.10.24,51,百香果-改良種,104,台北二,85.2,42.5,21.5,46.9,3971
107.10.24,72,小番茄-聖女,104,台北二,202.7,175.1,125.3,170.7,450
107.10.24,74,小番茄-玉女,104,台北二,320,248.6,148.7,242.9,186
107.10.24,811,火龍果-白肉,104,台北二,58.9,41.2,28,42.1,4524
107.10.24,812,火龍果-紅肉,104,台北二,67.2,59.2,36.1,56.2,4330
107.10.24,91,其他,104,台北二,247.6,75.2,25,99.7,91
107.10.24,919,其他-進口,104,台北二,113.3,113.3,113.3,113.3,70
107.10.24,A0,香蕉-其他,104,台北二,30.6,22.9,5,20.9,496
107.10.24,A1,香蕉,104,台北二,44.2,38,29.9,37.6,10290
107.10.24,A2,香蕉-芭蕉,104,台北二,41.8,22.8,12.9,24.6,2437
107.10.24,A3,香蕉-旦蕉,104,台北二,100,91.6,81.3,91.2,60
107.10.24,B0,鳳梨-其他,104,台北二,12.9,10.5,8.6,10.6,1277
107.10.24,B2,鳳梨-金鑽鳳梨,104,台北二,39.6,27.8,9.6,26.5,2583
107.10.24,B6,鳳梨-甜蜜蜜,104,台北二,20,13,7,13.2,215
107.10.24,B7,鳳梨-牛奶鳳梨,104,台北二,6.5,5.1,4,5.2,1011
107.10.24,C1,椪柑,104,台北二,44.2,29.7,17.6,30.2,25009
107.10.24,C6,佛利檬-佛利檬,104,台北二,35,33.9,30,33.3,72
107.10.24,C9,椪柑-進口,104,台北二,293.3,235.6,152,230.4,125
107.10.24,E0,甜橙-其他,104,台北二,32.7,18.5,12.5,20.1,365
107.10.24,E1,甜橙-柳橙,104,台北二,29.6,20.3,12.8,20.6,11151
107.10.24,E3,甜橙-紅肉柳橙,104,台北二,12,11.9,10.7,11.7,536
107.10.24,E9,甜橙-進口,104,台北二,38.5,35.6,22.2,33.5,2904
107.10.24,F0,雜柑-其他,104,台北二,19.7,9.7,4.7,10.7,290
107.10.24,F1,雜柑-檸檬,104,台北二,29.8,10,4,12.8,1678
107.10.24,F4,雜柑-桔子,104,台北二,33.3,20,8,20.2,198
107.10.24,F5,雜柑-無子檸檬,104,台北二,39.1,20,6.2,21.1,1583
107.10.24,FA1,黃秋葵,104,台北二,83.3,59.1,19.9,56.1,733
107.10.24,FB11,花椰菜-青梗,104,台北二,71.6,51.9,33.9,52.3,5189
107.10.24,FC1,胡瓜-黑刺,104,台北二,22.6,15.9,12.1,16.5,8543
107.10.24,FD0,花胡瓜-其他,104,台北二,45,45,45,45,36
107.10.24,FD1,花胡瓜,104,台北二,34,22.1,13.1,22.7,11701
107.10.24,FE1,冬瓜-白皮,104,台北二,17.1,9,5.4,9.9,1811
107.10.24,FE2,冬瓜-青皮,104,台北二,20,19.6,15.8,18.9,135
107.10.24,FF0,絲瓜-其他,104,台北二,24.5,21.4,16.5,21,363
107.10.24,FF1,絲瓜-絲瓜,104,台北二,23.5,16.6,10.4,16.7,11630
107.10.24,FF2,絲瓜-角瓜,104,台北二,30,24.7,11,23,68
107.10.24,FF4,絲瓜-長絲瓜,104,台北二,12,12,12,12,23
107.10.24,FG0,苦瓜-其他,104,台北二,31.6,23.9,16.4,23.9,2642
107.10.24,FG1,苦瓜-白大米,104,台北二,51.6,40.7,24.1,39.5,4061
107.10.24,FG2,苦瓜-青大米,104,台北二,26.9,24.2,20,23.9,343
107.10.24,FG3,苦瓜-山苦瓜,104,台北二,67,67,67,67,10
107.10.24,FG4,苦瓜-翠綠,104,台北二,39.6,28.3,16.5,28.2,378
107.10.24,FH3,扁蒲-花蒲,104,台北二,13,8.7,4.5,8.7,1550
107.10.24,FH4,扁蒲-梨子蒲,104,台北二,18.8,13.6,9.3,13.8,4176
107.10.24,FI0,茄子-其他,104,台北二,20,19,18,19,48
107.10.24,FI2,茄子-麻荸茄,104,台北二,56.8,37.1,23.7,38.3,4043
107.10.24,FI3,茄子-日本種,104,台北二,14,9.6,7.5,10.1,196
107.10.24,FJ1,蕃茄-黑柿,104,台北二,118.1,91.8,62.8,91.3,370
107.10.24,FJ2,蕃茄-粉柿,104,台北二,146,132.2,99,128.3,30
107.10.24,FJ3,蕃茄-牛蕃茄,104,台北二,106.2,86.1,46.4,82.2,7726
107.10.24,FK0,甜椒-其他,104,台北二,165,161.8,152,160.5,43
107.10.24,FK3,甜椒-新香,104,台北二,35,35,35,35,12
107.10.24,FK4,甜椒-彩色種,104,台北二,189.7,92.8,38.4,101.3,1239
107.10.24,FK5,甜椒-青椒,104,台北二,62.3,35.6,17.3,37.3,3816
107.10.24,FL2,豌豆-紅花,104,台北二,170,140,110,140,40
107.10.24,FL5,豌豆-豌豆苗,104,台北二,150,150,150,150,30
107.10.24,FL6,豌豆-甜豌豆,104,台北二,190,155,104.3,151.8,245
107.10.24,FM2,菜豆-青色,104,台北二,72.4,58.9,27.9,55.4,1036
107.10.24,FN1,敏豆-白豆,104,台北二,130.8,94.4,49.2,92.7,2267
107.10.24,FN4,敏豆-翼豆,104,台北二,20,18,15,17.8,90
107.10.24,FN5,敏豆-醜豆,104,台北二,99.9,70.7,41.2,70.6,599
107.10.24,FP1,萊豆-豆莢,104,台北二,160,160,160,160,23
107.10.24,FQ1,毛豆-豆莢,104,台北二,70,60,43,58.6,106
107.10.24,FQ2,毛豆-豆仁,104,台北二,210,210,210,210,45
107.10.24,FR1,青花苔,104,台北二,63.8,50.4,40,51,1313
107.10.24,FR9,青花苔-進口,104,台北二,100,80.8,36.4,75.7,3110
107.10.24,FS2,越瓜-加工,104,台北二,40,40,40,40,20
107.10.24,FT0,南瓜-其他,104,台北二,16,16,10.6,14.9,111
107.10.24,FT1,南瓜-木瓜形,104,台北二,30.7,26.1,13.6,24.5,3606
107.10.24,FT2,南瓜-圓形,104,台北二,30.9,26.4,19.2,25.9,1314
107.10.24,FT3,南瓜-黃如意,104,台北二,72,72,65.6,70.7,49
107.10.24,FT5,南瓜-青如意,104,台北二,96,66.5,37,66.5,193
107.10.24,FT7,南瓜-栗子,104,台北二,38,37,28.6,35.5,172
107.10.24,FT9,南瓜-進口,104,台北二,42.1,25.7,19.8,27.8,1859
107.10.24,FU1,隼人瓜,104,台北二,15.6,10.8,6.7,10.9,745
107.10.24,FU2,隼人瓜苗-瓜苗,104,台北二,60.8,52.3,45.1,52.6,1598
107.10.24,FU3,石蓮花,104,台北二,25,25,25,25,30
107.10.24,FV0,辣椒-其他,104,台北二,130,130,130,130,8
107.10.24,FV1,辣椒-紅小,104,台北二,147.9,100.5,67.5,103.4,603
107.10.24,FV2,辣椒-青小,104,台北二,90,57,18.5,55.9,71
107.10.24,FV4,辣椒-朝天椒,104,台北二,96.2,80.6,61,79.8,1288
107.10.24,FV5,辣椒-青龍,104,台北二,20,20,20,20,19
107.10.24,FV6,辣椒-糯米椒,104,台北二,130.5,80.6,35.2,81.5,384
107.10.24,FW1,金針花,104,台北二,150,150,150,150,18
107.10.24,FW2,洛神花,104,台北二,38.3,23.9,19.8,25.9,919
107.10.24,FW9,金針花-進口,104,台北二,200,200,200,200,24
107.10.24,FY0,玉米-其他,104,台北二,52,52,52,52,20
107.10.24,FY1,玉米-白玉米,104,台北二,44,39.4,36,39.6,73
107.10.24,FY2,玉米-甜硬殼,104,台北二,42,42,42,42,19
107.10.24,FY3,玉米-超甜白,104,台北二,58.8,40.5,22,40.5,521
107.10.24,FY4,玉米-玉米筍,104,台北二,22.1,14.4,7.4,14.5,1730
107.10.24,FY5,玉米-糯米(黑),104,台北二,28,25.7,20,25,160
107.10.24,FY6,玉米-甜軟殼,104,台北二,55.7,45,37,45.5,980
107.10.24,FY9,玉米-進口,104,台北二,149.5,143.3,103.9,136.7,289
107.10.24,FZ1,落花生-生落花生,104,台北二,65,54,25,50.4,150
107.10.24,FZ2,落花生-熟落花生,104,台北二,90,90,90,90,54
107.10.24,G2,黃金果,104,台北二,95,81.7,55,79,5
107.10.24,G3,酪梨,104,台北二,113.1,85.1,60.8,85.8,968
107.10.24,G49,奇異果-進口,104,台北二,110.1,72.3,32.8,71.9,3213
107.10.24,G7,橄欖,104,台北二,10,9.3,8,9.2,37
107.10.24,H1,文旦柚-文旦柚,104,台北二,14.3,8.8,6.3,9.4,1692
107.10.24,H2,柚子-白柚,104,台北二,25,11.2,6.9,13.1,816
107.10.24,H4,葡萄柚-紅肉,104,台北二,15,15,15,15,8
107.10.24,H41,葡萄柚-紅寶石,104,台北二,23,12.6,5.2,13.2,1016
107.10.24,H49,葡萄柚-進口紅肉,104,台北二,23.3,22.2,22.2,22.5,995
107.10.24,H5,葡萄柚-白肉,104,台北二,11.4,6.5,4.2,7,2378
107.10.24,H6,西施柚-西施柚,104,台北二,23.2,10.2,6.5,12,1437
107.10.24,I1,木瓜-網室紅肉,104,台北二,96.9,71.3,44.4,71.1,3998
107.10.24,I2,木瓜-一般紅肉,104,台北二,35,27.6,10,25.5,37
107.10.24,I3,木瓜-日昇種,104,台北二,199.5,155.4,80.7,149.3,126
107.10.24,I4,木瓜-青木瓜,104,台北二,8.7,5.5,4.6,6,2461
107.10.24,K2,龍眼-十月眼,104,台北二,93.1,48,40,55.4,388
107.10.24,K4,龍眼-龍眼乾帶殼,104,台北二,150.5,92,68.8,99.1,200
107.10.24,LA1,甘藍-初秋,104,台北二,36.5,22.9,15.9,24.2,20693
107.10.24,LA2,甘藍-改良種,104,台北二,22.7,17.1,10.4,16.8,58037
107.10.24,LA4,甘藍-紫色,104,台北二,19.5,19,19,19.1,150
107.10.24,LA5,甘藍-甘藍心,104,台北二,80,32.1,20,39.3,56
107.10.24,LA6,甘藍-甘藍芽,104,台北二,53.5,42.7,30,42.3,360
107.10.24,LA7,甘藍-改良尖,104,台北二,35,32,30,32.2,575
107.10.24,LA9,甘藍-進口,104,台北二,16.1,14.4,8.9,13.6,5220
107.10.24,LB12,小白菜-土白菜,104,台北二,18,10,5.5,10.7,2680
107.10.24,LB22,小白菜-蚵仔白,104,台北二,11.1,7.1,4,7.3,12645
107.10.24,LB3,小白菜-奶油白,104,台北二,10,10,10,10,40
107.10.24,LB8,小白菜-水耕,104,台北二,32,28.6,15,26.6,116
107.10.24,LC0,包心白菜-其他,104,台北二,29.6,9.6,6,12.9,3603
107.10.24,LC1,包心白菜-包白,104,台北二,14.8,9.1,4.3,9.3,32354
107.10.24,LC3,包心白菜-包頭蓮,104,台北二,9.5,7.6,6.5,7.7,2760
107.10.24,LC9,包心白-進口,104,台北二,15.8,11.5,9.1,11.9,20560
107.10.24,LD1,青江白菜-小梗,104,台北二,10.7,6.2,3.6,6.6,11360
107.10.24,LE1,皇宮菜-小葉,104,台北二,74.3,42,15,43.1,448
107.10.24,LE2,皇宮菜-大葉,104,台北二,52,33.2,18,33.9,30
