交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.18,11,椰子,104,台北二,21.6,16,13,16.5,1023
107.10.18,31,釋迦,104,台北二,122,83.9,59.9,86.7,1310
107.10.18,459,草莓-進口,104,台北二,266.7,266.7,266.7,266.7,165
107.10.18,469,藍莓-進口藍莓,104,台北二,200,200,200,200,40
107.10.18,50,百香果-其他,104,台北二,75,57.1,31.9,55.6,525
107.10.18,51,百香果-改良種,104,台北二,65.8,37.4,21.7,40,5969
107.10.18,72,小番茄-聖女,104,台北二,200,168.7,113.5,163.9,138
107.10.18,74,小番茄-玉女,104,台北二,316.9,284.6,115.5,257.2,174
107.10.18,811,火龍果-白肉,104,台北二,42.3,26.2,15.8,27.3,7421
107.10.18,812,火龍果-紅肉,104,台北二,44.2,38,22.8,36.2,10796
107.10.18,91,其他,104,台北二,405,78.7,60,140.2,43
107.10.18,919,其他-進口,104,台北二,240,204.5,113.3,193.3,30
107.10.18,A0,香蕉-其他,104,台北二,31.2,10.7,5,13.6,437
107.10.18,A1,香蕉,104,台北二,37.5,30.9,24.6,30.9,9462
107.10.18,A2,香蕉-芭蕉,104,台北二,43.8,20.9,9.9,23.3,3135
107.10.18,A3,香蕉-旦蕉,104,台北二,81.9,57.4,42,59.2,72
107.10.18,B0,鳳梨-其他,104,台北二,10,8,6.5,8.1,2353
107.10.18,B2,鳳梨-金鑽鳳梨,104,台北二,19.4,16.1,11.2,15.8,3623
107.10.18,B6,鳳梨-甜蜜蜜,104,台北二,10,8.2,6.2,8.1,726
107.10.18,C1,椪柑,104,台北二,45.4,31.9,20.8,32.4,17013
107.10.18,C9,椪柑-進口,104,台北二,633.3,633.3,633.3,633.3,6
107.10.18,E0,甜橙-其他,104,台北二,26,25.6,13.3,23.2,201
107.10.18,E1,甜橙-柳橙,104,台北二,32.2,20.9,12.7,21.5,4901
107.10.18,E9,甜橙-進口,104,台北二,25.9,25.9,22.2,25.2,3630
107.10.18,F0,雜柑-其他,104,台北二,16,14.7,12.6,14.6,165
107.10.18,F1,雜柑-檸檬,104,台北二,34,16,5.3,17.5,1183
107.10.18,F4,雜柑-桔子,104,台北二,34.6,22.9,15,23.7,347
107.10.18,F5,雜柑-無子檸檬,104,台北二,51.8,24.3,8.8,26.7,1053
107.10.18,FA1,黃秋葵,104,台北二,91.9,54.7,17.8,54.8,860
107.10.18,FB11,花椰菜-青梗,104,台北二,81.4,66.1,43.9,64.7,3567
107.10.18,FB9,花椰菜-進口,104,台北二,30,29.8,28,29.5,446
107.10.18,FC1,胡瓜-黑刺,104,台北二,29.9,20.6,9.4,20.2,5963
107.10.18,FD0,花胡瓜-其他,104,台北二,45,34.3,28,35.2,34
107.10.18,FD1,花胡瓜,104,台北二,34.3,24.3,15.4,24.5,9410
107.10.18,FE1,冬瓜-白皮,104,台北二,15,12.6,8,12.1,2567
107.10.18,FF0,絲瓜-其他,104,台北二,16.7,14.1,12,14.2,474
107.10.18,FF1,絲瓜-絲瓜,104,台北二,23.3,16.5,8.7,16.3,12570
107.10.18,FF2,絲瓜-角瓜,104,台北二,22,16.1,13,16.7,302
107.10.18,FF4,絲瓜-長絲瓜,104,台北二,10,10,10,10,23
107.10.18,FG0,苦瓜-其他,104,台北二,30.7,25.5,19.4,25.3,1414
107.10.18,FG1,苦瓜-白大米,104,台北二,50.6,38.8,26.6,38.7,4416
107.10.18,FG2,苦瓜-青大米,104,台北二,26.6,24.5,21,24.2,310
107.10.18,FG3,苦瓜-山苦瓜,104,台北二,48,48,48,48,13
107.10.18,FG4,苦瓜-翠綠,104,台北二,29,22.4,18,22.9,267
107.10.18,FH3,扁蒲-花蒲,104,台北二,16,12.6,8.5,12.5,1000
107.10.18,FH4,扁蒲-梨子蒲,104,台北二,21.4,15.6,9.9,15.6,3800
107.10.18,FI0,茄子-其他,104,台北二,40,34.8,30,34.9,45
107.10.18,FI2,茄子-麻荸茄,104,台北二,53.1,35,22.6,36.2,4307
