交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.06,11,椰子,104,台北二,34.5,31,25.3,30.6,699
107.10.06,31,釋迦,104,台北二,158,111.6,69.2,112.4,824
107.10.06,459,草莓-進口,104,台北二,266.7,266.7,266.7,266.7,105
107.10.06,50,百香果-其他,104,台北二,85.8,63.1,33.8,61.8,878
107.10.06,51,百香果-改良種,104,台北二,77.8,40.9,24.3,44.9,5132
107.10.06,72,小番茄-聖女,104,台北二,120,105,68.9,100.8,550
107.10.06,74,小番茄-玉女,104,台北二,336.4,193.8,64.7,196.5,396
107.10.06,811,火龍果-白肉,104,台北二,36.6,17.2,7.5,19.2,17138
107.10.06,812,火龍果-紅肉,104,台北二,51.2,26.7,10.1,28.3,20725
107.10.06,91,其他,104,台北二,236.5,79.6,24.7,100,180
107.10.06,919,其他-進口,104,台北二,66.7,26.1,20,33,180
107.10.06,A0,香蕉-其他,104,台北二,27,23.8,20.9,23.9,351
107.10.06,A1,香蕉,104,台北二,31.3,25.8,20.7,25.9,11115
107.10.06,A2,香蕉-芭蕉,104,台北二,45.4,21.3,9.8,23.8,2833
107.10.06,A3,香蕉-旦蕉,104,台北二,48,36,24.4,36,150
107.10.06,B0,鳳梨-其他,104,台北二,11.5,10.2,7.4,9.9,3041
107.10.06,B2,鳳梨-金鑽鳳梨,104,台北二,34.5,17.7,10.8,19.7,5786
107.10.06,B6,鳳梨-甜蜜蜜,104,台北二,19.4,14.5,10.2,14.6,544
107.10.06,C1,椪柑,104,台北二,62.2,39.2,21.5,40.3,10138
107.10.06,C6,佛利檬-佛利檬,104,台北二,65,53.2,48,54.5,219
107.10.06,C9,椪柑-進口,104,台北二,533.3,533.3,533.3,533.3,12
107.10.06,E0,甜橙-其他,104,台北二,55,48.6,19.3,44,600
107.10.06,E1,甜橙-柳橙,104,台北二,42.2,22.4,13,24.5,4093
107.10.06,E9,甜橙-進口,104,台北二,70,66.7,65,67,100
107.10.06,F0,雜柑-其他,104,台北二,15,11.1,5.1,10.7,746
107.10.06,F1,雜柑-檸檬,104,台北二,22.3,13.1,5.7,13.5,1772
107.10.06,F4,雜柑-桔子,104,台北二,48.8,28.5,20,30.9,181
107.10.06,F5,雜柑-無子檸檬,104,台北二,37.7,15.7,5.8,18.1,1942
107.10.06,FA1,黃秋葵,104,台北二,129.3,88.6,15,82,493
107.10.06,FB11,花椰菜-青梗,104,台北二,80.3,58.5,35.4,58.2,3674
107.10.06,FB9,花椰菜-進口,104,台北二,30,29.2,28,29.1,320
107.10.06,FC1,胡瓜-黑刺,104,台北二,42.8,28.4,13.2,28.3,4966
107.10.06,FD0,花胡瓜-其他,104,台北二,42.7,25,25,28.5,89
107.10.06,FD1,花胡瓜,104,台北二,47.5,35.2,23.1,35.3,7751
107.10.06,FE1,冬瓜-白皮,104,台北二,20.6,17.5,11.7,17,1957
107.10.06,FF0,絲瓜-其他,104,台北二,29.8,21.6,20,22.9,720
107.10.06,FF1,絲瓜-絲瓜,104,台北二,27.4,21.2,14.7,21.1,17738
107.10.06,FF2,絲瓜-角瓜,104,台北二,44.1,35.6,23.9,35,137
107.10.06,FF4,絲瓜-長絲瓜,104,台北二,25,25,25,25,22
107.10.06,FG0,苦瓜-其他,104,台北二,64.5,53.5,41.5,53.3,878
107.10.06,FG1,苦瓜-白大米,104,台北二,89.7,69.2,46.3,68.7,2547
107.10.06,FG2,苦瓜-青大米,104,台北二,55.6,48,40,47.9,402
107.10.06,FG3,苦瓜-山苦瓜,104,台北二,45,45,45,45,9
107.10.06,FG4,苦瓜-翠綠,104,台北二,55.9,44.6,23.3,42.6,430
107.10.06,FH3,扁蒲-花蒲,104,台北二,18.9,15.3,10.6,15.1,2007
107.10.06,FH4,扁蒲-梨子蒲,104,台北二,26.1,16.9,10.7,17.5,4410
107.10.06,FI0,茄子-其他,104,台北二,70,24.4,10,30.6,64
107.10.06,FI1,茄子-胭脂茄,104,台北二,20,18,16,18,80
107.10.06,FI2,茄子-麻荸茄,104,台北二,53.9,35.8,21.6,36.5,5834
107.10.06,FI3,茄子-日本種,104,台北二,45,32.8,18,32.3,87
107.10.06,FJ1,蕃茄-黑柿,104,台北二,100.5,78.3,36.6,74.4,265
107.10.06,FJ2,蕃茄-粉柿,104,台北二,111,104.5,98,104.5,20
107.10.06,FJ3,蕃茄-牛蕃茄,104,台北二,68.1,49.9,33.6,50.3,10183
107.10.06,FK0,甜椒-其他,104,台北二,150,150,150,150,29
107.10.06,FK4,甜椒-彩色種,104,台北二,116.7,82.3,49.8,82.7,1013
107.10.06,FK5,甜椒-青椒,104,台北二,74,52.7,33.6,53.1,1667
107.10.06,FL2,豌豆-紅花,104,台北二,160,160,126.7,153.3,120
107.10.06,FL5,豌豆-豌豆苗,104,台北二,150,150,150,150,10
107.10.06,FL6,豌豆-甜豌豆,104,台北二,170,162.9,120,155.7,140
107.10.06,FL9,豌豆-進口,104,台北二,110,110,110,110,120
107.10.06,FM2,菜豆-青色,104,台北二,77.2,68.1,49,66.1,1060
107.10.06,FN1,敏豆-白豆,104,台北二,151.3,112.9,65.7,111.1,2173
107.10.06,FN4,敏豆-翼豆,104,台北二,27,23.7,17.3,23,192
107.10.06,FN5,敏豆-醜豆,104,台北二,120,102.4,57.7,97,383
107.10.06,FP1,萊豆-豆莢,104,台北二,145,123.1,93.7,121.6,95
107.10.06,FQ1,毛豆-豆莢,104,台北二,70,70,70,70,60
107.10.06,FQ2,毛豆-豆仁,104,台北二,150,150,150,150,42
107.10.06,FR1,青花苔,104,台北二,38,38,38,38,20
107.10.06,FR9,青花苔-進口,104,台北二,100,81.8,40.6,77.2,5600
107.10.06,FS2,越瓜-加工,104,台北二,40,40,40,40,80
107.10.06,FT0,南瓜-其他,104,台北二,12,12,12,12,54
107.10.06,FT1,南瓜-木瓜形,104,台北二,41.8,28.1,22.9,29.8,2538
107.10.06,FT2,南瓜-圓形,104,台北二,31.5,24.7,11.6,23.4,825
107.10.06,FT3,南瓜-黃如意,104,台北二,55,52.5,50,52.5,20
107.10.06,FT5,南瓜-青如意,104,台北二,103.9,82.1,53.1,80.6,310
107.10.06,FT9,南瓜-進口,104,台北二,44.3,27.2,19.3,29,994
107.10.06,FU1,隼人瓜,104,台北二,16.2,13.6,8,13,1240
107.10.06,FU2,隼人瓜苗-瓜苗,104,台北二,93,84.2,73.6,83.8,1112
107.10.06,FU3,石蓮花,104,台北二,35,30,25,30,40
107.10.06,FV1,辣椒-紅小,104,台北二,111.6,75.6,43,76.2,498
107.10.06,FV4,辣椒-朝天椒,104,台北二,140.5,123.9,116.8,125.8,544
107.10.06,FV6,辣椒-糯米椒,104,台北二,130,110.4,58.5,103.9,226
107.10.06,FY0,玉米-其他,104,台北二,27,25.9,12.6,23.4,215
107.10.06,FY3,玉米-超甜白,104,台北二,53.3,35.3,7,33.2,1140
107.10.06,FY4,玉米-玉米筍,104,台北二,69.7,33.9,17.4,37.8,391
107.10.06,FY6,玉米-甜軟殼,104,台北二,29.1,21.5,13,21.3,5350
107.10.06,FY7,玉米-糯米(白),104,台北二,53,38.9,20,37.9,465
107.10.06,FY9,玉米-進口,104,台北二,120,114.4,45.3,101.7,825
107.10.06,FZ1,落花生-生落花生,104,台北二,50,50,50,50,17
107.10.06,FZ2,落花生-熟落花生,104,台北二,85,85,85,85,48
107.10.06,G2,黃金果,104,台北二,136.6,67.3,45,76.7,435
107.10.06,G3,酪梨,104,台北二,140.6,110.1,81.7,110.5,815
107.10.06,G49,奇異果-進口,104,台北二,95.2,66.1,36.3,65.9,4110
107.10.06,G6,香櫞-佛手,104,台北二,45,40.9,30,39.5,82
107.10.06,G7,橄欖,104,台北二,26,26,26,26,22
107.10.06,H1,文旦柚-文旦柚,104,台北二,9,8,6.1,7.8,6534
107.10.06,H2,柚子-白柚,104,台北二,45,37.2,25,36.3,138
107.10.06,H3,柚子-紅柚,104,台北二,16.2,11,9.1,11.6,430
107.10.06,H5,葡萄柚-白肉,104,台北二,8.2,6.1,4.4,6.2,1180
107.10.06,H6,西施柚-西施柚,104,台北二,57.9,35.8,16.9,36.5,1899
107.10.06,I1,木瓜-網室紅肉,104,台北二,63,49.1,34.3,48.9,10451
107.10.06,I2,木瓜-一般紅肉,104,台北二,5,5,5,5,43
107.10.06,I3,木瓜-日昇種,104,台北二,170,156.7,130,154,120
107.10.06,I4,木瓜-青木瓜,104,台北二,12.3,8.8,6.1,8.9,701
107.10.06,K2,龍眼-十月眼,104,台北二,88,75.9,44.8,72.1,785
107.10.06,K4,龍眼-龍眼乾帶殼,104,台北二,154.8,116.7,74.9,116,318
107.10.06,K41,龍眼-龍眼肉,104,台北二,230,230,230,230,20
107.10.06,LA1,甘藍-初秋,104,台北二,58.5,39.6,31.1,41.7,11050
107.10.06,LA2,甘藍-改良種,104,台北二,34.2,27.5,19,27.1,56162
107.10.06,LA4,甘藍-紫色,104,台北二,22,7,7,10,240
107.10.06,LA5,甘藍-甘藍心,104,台北二,43,17.8,10,21.3,832
107.10.06,LA6,甘藍-甘藍芽,104,台北二,40,40,40,40,71
107.10.06,LA9,甘藍-進口,104,台北二,18.2,16.1,13.3,15.9,12750
107.10.06,LB12,小白菜-土白菜,104,台北二,15.2,8.2,4,8.7,5705
107.10.06,LB22,小白菜-蚵仔白,104,台北二,16.5,9.4,4.8,9.9,11760
107.10.06,LB3,小白菜-奶油白,104,台北二,68,56.6,47,57,76
107.10.06,LC0,包心白菜-其他,104,台北二,35.3,14.7,5,16.9,1620
107.10.06,LC1,包心白菜-包白,104,台北二,28.1,18.7,11.8,19.2,18000
107.10.06,LC9,包心白-進口,104,台北二,28,22.8,13,21.9,5785
107.10.06,LD1,青江白菜-小梗,104,台北二,14,7.9,4.4,8.4,16035
107.10.06,LE1,皇宮菜-小葉,104,台北二,60.5,34.7,16.8,36.2,1145
107.10.06,LE2,皇宮菜-大葉,104,台北二,40,28.1,13,27.5,43
107.10.06,LF2,蕹菜-小葉,104,台北二,62.3,44.8,32.8,45.9,5752
107.10.06,LF3,蕹菜-水蕹菜,104,台北二,53,53,53,53,225
107.10.06,LG2,芹菜-白梗,104,台北二,68.8,45.3,28.8,46.7,2361
107.10.06,LG4,芹菜-山芹菜,104,台北二,50,50,50,50,15
107.10.06,LG8,芹菜-水耕,104,台北二,50,50,50,50,30
107.10.06,LG9,芹菜-進口,104,台北二,40,23.8,10.8,24.4,1778
107.10.06,LH2,菠菜-角葉,104,台北二,93,51.4,37.7,57,920
107.10.06,LH9,菠菜-進口,104,台北二,50,50,50,50,260
107.10.06,LI0,萵苣菜-其他,104,台北二,75,10,10,23,240
107.10.06,LI1,萵苣菜-廣東萵,104,台北二,20,19.1,2,15.9,130
107.10.06,LI3,萵苣菜-本島圓葉,104,台北二,68.9,58.6,35.5,56.1,856
107.10.06,LI4,萵苣菜-本島尖葉,104,台北二,57,57,57,57,11
107.10.06,LI5,萵苣菜-油麥菜,104,台北二,36.6,22.9,12.9,23.6,8799
107.10.06,LI6,萵苣菜-蘿美,104,台北二,100,95.1,67.4,90.5,228
107.10.06,LI7,萵苣菜-紅捲綠捲,104,台北二,50,28.4,13.4,29.7,76
107.10.06,LI8,萵苣菜-水耕,104,台北二,103.4,85,72.4,86.2,1350
107.10.06,LI9,萵苣菜-進口,104,台北二,65,39.3,14.1,39.4,4551
107.10.06,LJ1,芥菜-芥菜仁,104,台北二,40,40,39.1,39.8,220
107.10.06,LJ3,芥菜-大芥菜,104,台北二,33,19.3,8.2,19.8,2992
107.10.06,LJ4,芥菜-小芥菜,104,台北二,21.6,12.5,6.1,13.1,3450
107.10.06,LK2,芥藍菜,104,台北二,34.6,24.8,13.1,24.4,1798
107.10.06,LK3,芥藍菜-芥藍芽,104,台北二,126.2,72.1,34.3,75.4,1028
107.10.06,LL1,茼蒿,104,台北二,60,53.3,50,54,50
107.10.06,LM1,莧菜-紅莧菜,104,台北二,40.5,31.3,23.2,31.5,545
107.10.06,LM2,莧菜-白莧菜,104,台北二,40.3,33.7,25.5,33.4,1804
107.10.06,LN1,油菜,104,台北二,14.2,8.1,4.3,8.6,8228
107.10.06,LO1,甘藷葉,104,台北二,60.5,44.3,23.3,43.4,6393
107.10.06,LP1,芫荽,104,台北二,84.4,68.4,48.6,67.6,612
107.10.06,LP2,九層塔,104,台北二,61,33.5,17,35.7,863
107.10.06,LP3,羅勒,104,台北二,25,25,25,25,5
107.10.06,LP9,芫荽-進口,104,台北二,50,50,50,50,72
107.10.06,LQ1,紅鳳菜-紅鳳菜,104,台北二,76,53.9,30.5,53.6,416
107.10.06,LS1,茴香,104,台北二,60,60,60,60,40
107.10.06,LT2,海菜-海帶,104,台北二,45,45,42.3,44.5,112
107.10.06,LT3,海菜-水蓮,104,台北二,131.5,120.5,100,118.6,298
107.10.06,LV1,巴西利,104,台北二,92,73.6,5,63.6,95
107.10.06,LX1,蕨菜-過貓,104,台北二,80,75.7,75,76.4,66
107.10.06,LX2,蕨菜-山蘇,104,台北二,123.3,92.7,88,97.9,232
107.10.06,LZ2,藤川七-川七葉,104,台北二,75,71.1,70,71.7,54
107.10.06,M3,楊桃-馬來亞種,104,台北二,39.2,27.6,17,27.8,1090
107.10.06,MA1,洋菇,104,台北二,170,149.8,140,151.9,53
107.10.06,MA2,洋菇(盒)-盒裝,104,台北二,204.3,90.8,40,103.3,326
107.10.06,MB1,草菇,104,台北二,100,99.3,80,95.6,27
107.10.06,MC0,濕木耳-其他,104,台北二,50,50,50,50,120
107.10.06,MC1,濕木耳,104,台北二,113.3,70.5,43.9,73.7,945
107.10.06,MC2,濕木耳(盒)-盒裝,104,台北二,100,100,100,100,36
107.10.06,MD1,溼香菇,104,台北二,130.3,113.3,30.3,100.1,1108
107.10.06,ME1,金絲菇,104,台北二,50.6,44.5,24.3,41.7,1631
107.10.06,ME2,金絲菇(盒)-盒裝,104,台北二,41.5,12,8,17.1,1753
107.10.06,MF1,蠔菇-鮑魚菇,104,台北二,66,60.1,40,57.2,113
107.10.06,MF2,蠔菇(盒)-盒裝,104,台北二,13,13,13,13,30
107.10.06,MI1,秀珍菇,104,台北二,81.8,72,48.2,69.2,420
107.10.06,MJ1,杏鮑菇,104,台北二,114.5,67.3,30,69.3,2861
107.10.06,MJ2,杏鮑菇-盒裝,104,台北二,140,140,60,124,7
107.10.06,MK1,鴻禧菇,104,台北二,226.5,49,22,79.1,242
107.10.06,MK2,鴻禧菇-盒裝,104,台北二,26,26,26,26,140
107.10.06,ML1,珊瑚菇,104,台北二,50,29.3,15,30.6,54
107.10.06,ML2,珊瑚菇-盒裝,104,台北二,18,18,15.9,17.6,42
107.10.06,MN1,柳松菇,104,台北二,148,98.3,40,96.6,59
107.10.06,MN2,柳松菇-盒裝,104,台北二,33.7,14.8,12,18,188
107.10.06,MX1,其他菇類-其他菇類,104,台北二,109.3,23.7,12.6,38.6,1254
107.10.06,N9,李-進口,104,台北二,70.4,44.6,41.5,49.2,3410
107.10.06,O1,梨-橫山梨,104,台北二,20.5,12.5,8.6,13.3,1111
107.10.06,O2,梨-秋水梨,104,台北二,36.4,20.5,7.3,21,622
107.10.06,O3,梨-世紀梨,104,台北二,51.6,42.5,35,42.8,64
107.10.06,O4,梨-新興梨,104,台北二,70.3,44.1,23,45.1,13754
107.10.06,O5,梨-豐水梨,104,台北二,8,8,8,8,19
107.10.06,O9,梨-進口,104,台北二,200,93.9,66.7,109.7,620
107.10.06,O99,西洋梨-西洋梨進口,104,台北二,60,60,60,60,680
107.10.06,OA2,鹹菜-帶葉,104,台北二,25,25,25,25,680
107.10.06,OB1,雪裡紅,104,台北二,30,30,30,30,180
107.10.06,OD1,蘿蔔乾,104,台北二,30,30,30,30,40
107.10.06,OE2,醃瓜-漬,104,台北二,25,25,18.8,23.8,96
107.10.06,OG2,熟筍-箭竹筍,104,台北二,80,80,80,80,100
107.10.06,OV,梨-蜜梨,104,台北二,43.1,28.9,17.7,29.5,1381
107.10.06,OW,梨-雪梨,104,台北二,20,20,20,20,21
107.10.06,OX1,其他蔬菜,104,台北二,60.8,26.2,11.8,30.2,3623
107.10.06,P1,番石榴-珍珠芭,104,台北二,67.7,46.1,27.4,46.7,15559
107.10.06,P2,番石榴-紅心,104,台北二,36.9,26.6,21.7,27.7,281
107.10.06,P3,番石榴-帝王芭,104,台北二,113.1,48.4,26.4,56.9,570
107.10.06,P5,番石榴-水晶無仔,104,台北二,41.9,29.7,25,31.2,223
107.10.06,Q1,蓮霧-紅蓮霧,104,台北二,361.1,267.9,150.5,263,190
107.10.06,Q4,蓮霧-巴掌蓮霧,104,台北二,218.4,123.4,65,130.7,49
107.10.06,R0,芒果-其他,104,台北二,150,116.6,40,107.9,34
107.10.06,R1,芒果-愛文,104,台北二,210,153.5,58.4,145.8,114
107.10.06,R8,芒果-芒果青,104,台北二,60,60,60,60,10
107.10.06,S1,葡萄-巨峰,104,台北二,94.6,51.3,32.4,56.2,979
107.10.06,S49,葡萄-進口無子,104,台北二,100,98,41.7,87.1,2720
107.10.06,S9,葡萄-進口,104,台北二,510.9,63.4,28,145.8,1433
107.10.06,SA32,蘿蔔-矸仔,104,台北二,22.4,15.1,6.4,14.8,3410
107.10.06,SA7,蘿蔔-甜菜根,104,台北二,8,8,8,8,240
107.10.06,SA9,蘿蔔-進口,104,台北二,19.1,12.8,7.6,13.1,17360
107.10.06,SB1,胡蘿蔔-未洗,104,台北二,16,16,13,15.4,570
107.10.06,SB2,胡蘿蔔-清洗,104,台北二,32.1,25.2,15.8,24.7,8300
107.10.06,SB9,胡蘿蔔-進口,104,台北二,28,26.5,10,23.5,400
107.10.06,SC1,馬鈴薯-本產,104,台北二,41.6,25.3,14,26.3,3763
107.10.06,SC9,馬鈴薯-進口,104,台北二,26.5,22.1,19.6,22.5,2706
107.10.06,SD1,洋蔥-本產,104,台北二,21.7,19.2,16,19.1,819
107.10.06,SD9,洋蔥-進口,104,台北二,26.2,22.8,16,22.1,3181
107.10.06,SE1,青蔥-日蔥,104,台北二,100.5,79.5,54.8,78.7,3875
107.10.06,SE2,青蔥-北蔥,104,台北二,47.8,29.6,21.5,31.6,1996
107.10.06,SE5,青蔥-紅蔥頭,104,台北二,55,50.1,50,51.1,184
107.10.06,SE6,青蔥-粉蔥,104,台北二,78.3,59.3,39.4,59.1,3406
107.10.06,SE9,青蔥-進口蔥,104,台北二,30,29.4,28,29.3,64
107.10.06,SF1,韭菜-白頭,104,台北二,79.2,64.1,40.8,62.5,1143
107.10.06,SF2,韭菜-韭菜黃,104,台北二,134.6,107.6,105,112.5,328
107.10.06,SF3,韭菜-韭菜花,104,台北二,115,106.7,50,97,180
107.10.06,SF4,韭菜-青頭,104,台北二,76.6,55.2,31,54.7,693
