交易日期,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
107.10.26,11,椰子,104,台北二,18.9,15.4,12.7,15.6,1109
107.10.26,31,釋迦,104,台北二,118.4,69.8,50.9,75.7,1922
107.10.26,50,百香果-其他,104,台北二,77.4,64.9,34.6,61.3,513
107.10.26,51,百香果-改良種,104,台北二,84.7,46,25.7,49.7,2992
107.10.26,72,小番茄-聖女,104,台北二,158.2,105.2,87.7,112.3,765
107.10.26,74,小番茄-玉女,104,台北二,289.6,224.2,155.1,223.5,312
107.10.26,811,火龍果-白肉,104,台北二,78.4,52.2,26.1,52.2,2885
107.10.26,812,火龍果-紅肉,104,台北二,78.8,63.4,30.9,60,3908
107.10.26,91,其他,104,台北二,50,45.8,15,40.5,50
107.10.26,919,其他-進口,104,台北二,166.7,113.3,66.7,114.7,25
107.10.26,A0,香蕉-其他,104,台北二,39,32.8,8.2,29.2,253
107.10.26,A1,香蕉,104,台北二,53.3,41.8,36.2,43,6930
107.10.26,A2,香蕉-芭蕉,104,台北二,60.6,29,14.9,32.5,2088
107.10.26,A3,香蕉-旦蕉,104,台北二,90,82.2,61.1,79.6,56
107.10.26,B0,鳳梨-其他,104,台北二,13,12.2,11.5,12.2,967
107.10.26,B2,鳳梨-金鑽鳳梨,104,台北二,30.1,25,18.9,24.8,2916
107.10.26,B6,鳳梨-甜蜜蜜,104,台北二,13,7.2,6,8.1,114
107.10.26,B7,鳳梨-牛奶鳳梨,104,台北二,12,11.2,10.3,11.2,189
107.10.26,B9,鳳梨-進口,104,台北二,33.3,33.3,33.3,33.3,200
107.10.26,C1,椪柑,104,台北二,42.8,28.4,18.1,29.2,21156
107.10.26,C6,佛利檬-佛利檬,104,台北二,35,31.7,27,31.4,108
107.10.26,C9,椪柑-進口,104,台北二,289.7,168.3,60,170.9,55
107.10.26,E0,甜橙-其他,104,台北二,42,42,42,42,60
107.10.26,E1,甜橙-柳橙,104,台北二,27.4,16.2,9.3,17.1,14090
107.10.26,E3,甜橙-紅肉柳橙,104,台北二,13,13,13,13,100
107.10.26,E9,甜橙-進口,104,台北二,70,70,70,70,10
107.10.26,F0,雜柑-其他,104,台北二,20,13,4.6,12.7,395
107.10.26,F1,雜柑-檸檬,104,台北二,28.4,13.8,5.7,15.1,1519
107.10.26,F4,雜柑-桔子,104,台北二,35,21.8,6.4,21.3,170
107.10.26,F5,雜柑-無子檸檬,104,台北二,39.8,16.1,6.2,18.9,1478
107.10.26,FA1,黃秋葵,104,台北二,85.4,49.3,20.6,50.8,736
107.10.26,FB11,花椰菜-青梗,104,台北二,73.2,54.8,30,53.5,4124
107.10.26,FC1,胡瓜-黑刺,104,台北二,16.1,12.9,8.1,12.6,10324
107.10.26,FD0,花胡瓜-其他,104,台北二,40,40,40,40,36
107.10.26,FD1,花胡瓜,104,台北二,34.2,22.7,15.9,23.7,9142
107.10.26,FE1,冬瓜-白皮,104,台北二,14.5,9.3,3.7,9.2,2779
107.10.26,FE2,冬瓜-青皮,104,台北二,20,12,10,13.2,180
107.10.26,FF0,絲瓜-其他,104,台北二,20,18.6,13.1,17.8,232
107.10.26,FF1,絲瓜-絲瓜,104,台北二,24.7,16.3,10.9,16.9,10992
107.10.26,FF2,絲瓜-角瓜,104,台北二,30,18.9,13,19.9,55
107.10.26,FF4,絲瓜-長絲瓜,104,台北二,12,12,12,12,42
107.10.26,FG0,苦瓜-其他,104,台北二,29.8,23.5,17.3,23.5,2207
107.10.26,FG1,苦瓜-白大米,104,台北二,56.7,37.5,25.2,38.9,3780
107.10.26,FG2,苦瓜-青大米,104,台北二,23,23,23,23,115
